~id, ~from, ~to, ~label, weight:Int
e776, t388, p39, ok boomer, 3
e777, p39, t389, ok boomer, 3
e778, t389, p39, ok boomer, 3
e779, p39, t390, ok boomer, 3
e780, t390, p39, ok boomer, 3
e781, p40, t391, ok boomer, 17
e782, t391, p40, ok boomer, 17
e783, p40, t392, ok boomer, 17
e784, t392, p40, ok boomer, 17
e785, p40, t393, ok boomer, 6
e786, t393, p40, ok boomer, 6
e787, p40, t394, ok boomer, 4
e788, t394, p40, ok boomer, 4
e789, p40, t395, ok boomer, 4
e790, t395, p40, ok boomer, 4
e791, p40, t396, ok boomer, 4
e792, t396, p40, ok boomer, 4
e793, p40, t397, ok boomer, 4
e794, t397, p40, ok boomer, 4
e795, p40, t398, ok boomer, 3
e796, t398, p40, ok boomer, 3
e797, p40, t350, ok boomer, 3
e798, t350, p40, ok boomer, 3
e799, p40, t400, ok boomer, 3
e800, t400, p40, ok boomer, 3
e801, p41, t401, ok boomer, 11
e802, t401, p41, ok boomer, 11
e803, p41, t402, ok boomer, 7
e804, t402, p41, ok boomer, 7
e805, p41, t403, ok boomer, 7
e806, t403, p41, ok boomer, 7
e807, p41, t404, ok boomer, 6
e808, t404, p41, ok boomer, 6
e809, p41, t405, ok boomer, 6
e810, t405, p41, ok boomer, 6
e811, p41, t406, ok boomer, 6
e812, t406, p41, ok boomer, 6
e813, p41, t407, ok boomer, 5
e814, t407, p41, ok boomer, 5
e815, p41, t408, ok boomer, 5
e816, t408, p41, ok boomer, 5
e817, p41, t409, ok boomer, 5
e818, t409, p41, ok boomer, 5
e819, p41, t410, ok boomer, 4
e820, t410, p41, ok boomer, 4
e821, p42, t411, ok boomer, 8
e822, t411, p42, ok boomer, 8
e823, p42, t412, ok boomer, 7
e824, t412, p42, ok boomer, 7
e825, p42, t413, ok boomer, 6
e826, t413, p42, ok boomer, 6
e827, p42, t414, ok boomer, 5
e828, t414, p42, ok boomer, 5
e829, p42, t415, ok boomer, 4
e830, t415, p42, ok boomer, 4
e831, p42, t416, ok boomer, 4
e832, t416, p42, ok boomer, 4
e833, p42, t417, ok boomer, 3
e834, t417, p42, ok boomer, 3
e835, p42, t418, ok boomer, 3
e836, t418, p42, ok boomer, 3
e837, p42, t419, ok boomer, 3
e838, t419, p42, ok boomer, 3
e839, p42, t420, ok boomer, 3
e840, t420, p42, ok boomer, 3
e841, p43, t421, ok boomer, 25
e842, t421, p43, ok boomer, 25
e843, p43, t422, ok boomer, 25
e844, t422, p43, ok boomer, 25
e845, p43, t423, ok boomer, 25
e846, t423, p43, ok boomer, 25
e847, p43, t424, ok boomer, 25
e848, t424, p43, ok boomer, 25
e849, p43, t425, ok boomer, 25
e850, t425, p43, ok boomer, 25
e851, p43, t426, ok boomer, 25
e852, t426, p43, ok boomer, 25
e853, p43, t427, ok boomer, 25
e854, t427, p43, ok boomer, 25
e855, p43, t428, ok boomer, 24
e856, t428, p43, ok boomer, 24
e857, p43, t429, ok boomer, 24
e858, t429, p43, ok boomer, 24
e859, p43, t430, ok boomer, 24
e860, t430, p43, ok boomer, 24
e861, p44, t431, ok boomer, 25
e862, t431, p44, ok boomer, 25
e863, p44, t432, ok boomer, 25
e864, t432, p44, ok boomer, 25
e865, p44, t433, ok boomer, 25
e866, t433, p44, ok boomer, 25
e867, p44, t434, ok boomer, 25
e868, t434, p44, ok boomer, 25
e869, p44, t435, ok boomer, 25
e870, t435, p44, ok boomer, 25
e871, p44, t436, ok boomer, 25
e872, t436, p44, ok boomer, 25
e873, p44, t437, ok boomer, 14
e874, t437, p44, ok boomer, 14
e875, p44, t438, ok boomer, 12
e876, t438, p44, ok boomer, 12
e877, p44, t439, ok boomer, 12
e878, t439, p44, ok boomer, 12
e879, p44, t440, ok boomer, 9
e880, t440, p44, ok boomer, 9
e881, p45, t441, ok boomer, 20
e882, t441, p45, ok boomer, 20
e883, p45, t442, ok boomer, 18
e884, t442, p45, ok boomer, 18
e885, p45, t443, ok boomer, 18
e886, t443, p45, ok boomer, 18
e887, p45, t444, ok boomer, 17
e888, t444, p45, ok boomer, 17
e889, p45, t445, ok boomer, 17
e890, t445, p45, ok boomer, 17
e891, p45, t446, ok boomer, 17
e892, t446, p45, ok boomer, 17
e893, p45, t447, ok boomer, 15
e894, t447, p45, ok boomer, 15
e895, p45, t448, ok boomer, 15
e896, t448, p45, ok boomer, 15
e897, p45, t449, ok boomer, 15
e898, t449, p45, ok boomer, 15
e899, p45, t450, ok boomer, 15
e900, t450, p45, ok boomer, 15
e901, p46, t451, ok boomer, 25
e902, t451, p46, ok boomer, 25
e903, p46, t435, ok boomer, 25
e904, t435, p46, ok boomer, 25
e905, p46, t453, ok boomer, 25
e906, t453, p46, ok boomer, 25
e907, p46, t454, ok boomer, 25
e908, t454, p46, ok boomer, 25
e909, p46, t455, ok boomer, 25
e910, t455, p46, ok boomer, 25
e911, p46, t456, ok boomer, 25
e912, t456, p46, ok boomer, 25
e913, p46, t457, ok boomer, 22
e914, t457, p46, ok boomer, 22
e915, p46, t431, ok boomer, 22
e916, t431, p46, ok boomer, 22
e917, p46, t441, ok boomer, 19
e918, t441, p46, ok boomer, 19
e919, p46, t460, ok boomer, 14
e920, t460, p46, ok boomer, 14
e921, p47, t461, ok boomer, 5
e922, t461, p47, ok boomer, 5
e923, p47, t462, ok boomer, 5
e924, t462, p47, ok boomer, 5
e925, p47, t463, ok boomer, 5
e926, t463, p47, ok boomer, 5
e927, p47, t464, ok boomer, 5
e928, t464, p47, ok boomer, 5
e929, p47, t465, ok boomer, 5
e930, t465, p47, ok boomer, 5
e931, p47, t466, ok boomer, 5
e932, t466, p47, ok boomer, 5
e933, p47, t467, ok boomer, 5
e934, t467, p47, ok boomer, 5
e935, p47, t468, ok boomer, 4
e936, t468, p47, ok boomer, 4
e937, p47, t469, ok boomer, 4
e938, t469, p47, ok boomer, 4
e939, p47, t470, ok boomer, 4
e940, t470, p47, ok boomer, 4
e941, p48, t471, ok boomer, 25
e942, t471, p48, ok boomer, 25
e943, p48, t472, ok boomer, 25
e944, t472, p48, ok boomer, 25
e945, p48, t473, ok boomer, 25
e946, t473, p48, ok boomer, 25
e947, p48, t474, ok boomer, 25
e948, t474, p48, ok boomer, 25
e949, p48, t475, ok boomer, 25
e950, t475, p48, ok boomer, 25
e951, p48, t476, ok boomer, 25
e952, t476, p48, ok boomer, 25
e953, p48, t477, ok boomer, 25
e954, t477, p48, ok boomer, 25
e955, p48, t478, ok boomer, 25
e956, t478, p48, ok boomer, 25
e957, p48, t479, ok boomer, 23
e958, t479, p48, ok boomer, 23
e959, p48, t480, ok boomer, 18
e960, t480, p48, ok boomer, 18
e961, p49, t481, ok boomer, 24
e962, t481, p49, ok boomer, 24
e963, p49, t482, ok boomer, 23
e964, t482, p49, ok boomer, 23
e965, p49, t483, ok boomer, 23
e966, t483, p49, ok boomer, 23
e967, p49, t484, ok boomer, 21
e968, t484, p49, ok boomer, 21
e969, p49, t485, ok boomer, 21
e970, t485, p49, ok boomer, 21
e971, p49, t486, ok boomer, 21
e972, t486, p49, ok boomer, 21
e973, p49, t487, ok boomer, 3
e974, t487, p49, ok boomer, 3
e975, p49, t488, ok boomer, 2
e976, t488, p49, ok boomer, 2
e977, p49, t489, ok boomer, 2
e978, t489, p49, ok boomer, 2
e979, p49, t490, ok boomer, 2
e980, t490, p49, ok boomer, 2
e981, p50, t491, ok boomer, 23
e982, t491, p50, ok boomer, 23
e983, p50, t492, ok boomer, 21
e984, t492, p50, ok boomer, 21
e985, p50, t431, ok boomer, 21
e986, t431, p50, ok boomer, 21
e987, p50, t435, ok boomer, 21
e988, t435, p50, ok boomer, 21
e989, p50, t495, ok boomer, 21
e990, t495, p50, ok boomer, 21
e991, p50, t496, ok boomer, 20
e992, t496, p50, ok boomer, 20
e993, p50, t497, ok boomer, 17
e994, t497, p50, ok boomer, 17
e995, p50, t498, ok boomer, 12
e996, t498, p50, ok boomer, 12
e997, p50, t499, ok boomer, 10
e998, t499, p50, ok boomer, 10
e999, p50, t500, ok boomer, 10
e1000, t500, p50, ok boomer, 10
e1001, p51, t501, ok boomer, 25
e1002, t501, p51, ok boomer, 25
e1003, p51, t502, ok boomer, 25
e1004, t502, p51, ok boomer, 25
e1005, p51, t503, ok boomer, 25
e1006, t503, p51, ok boomer, 25
e1007, p51, t504, ok boomer, 25
e1008, t504, p51, ok boomer, 25
e1009, p51, t164, ok boomer, 19
e1010, t164, p51, ok boomer, 19
e1011, p51, t506, ok boomer, 18
e1012, t506, p51, ok boomer, 18
e1013, p51, t507, ok boomer, 16
e1014, t507, p51, ok boomer, 16
e1015, p51, t508, ok boomer, 10
e1016, t508, p51, ok boomer, 10
e1017, p51, t509, ok boomer, 7
e1018, t509, p51, ok boomer, 7
e1019, p51, t510, ok boomer, 4
e1020, t510, p51, ok boomer, 4
e1021, p52, t511, ok boomer, 25
e1022, t511, p52, ok boomer, 25
e1023, p52, t512, ok boomer, 25
e1024, t512, p52, ok boomer, 25
e1025, p52, t513, ok boomer, 25
e1026, t513, p52, ok boomer, 25
e1027, p52, t514, ok boomer, 24
e1028, t514, p52, ok boomer, 24
e1029, p52, t515, ok boomer, 23
e1030, t515, p52, ok boomer, 23
e1031, p52, t516, ok boomer, 22
e1032, t516, p52, ok boomer, 22
e1033, p52, t8, ok boomer, 12
e1034, t8, p52, ok boomer, 12
e1035, p52, t518, ok boomer, 12
e1036, t518, p52, ok boomer, 12
e1037, p52, t519, ok boomer, 12
e1038, t519, p52, ok boomer, 12
e1039, p52, t520, ok boomer, 10
e1040, t520, p52, ok boomer, 10
e1041, p53, t521, ok boomer, 15
e1042, t521, p53, ok boomer, 15
e1043, p53, t522, ok boomer, 13
e1044, t522, p53, ok boomer, 13
e1045, p53, t523, ok boomer, 11
e1046, t523, p53, ok boomer, 11
e1047, p53, t524, ok boomer, 11
e1048, t524, p53, ok boomer, 11
e1049, p53, t525, ok boomer, 11
e1050, t525, p53, ok boomer, 11
e1051, p53, t526, ok boomer, 11
e1052, t526, p53, ok boomer, 11
e1053, p53, t527, ok boomer, 8
e1054, t527, p53, ok boomer, 8
e1055, p53, t528, ok boomer, 6
e1056, t528, p53, ok boomer, 6
e1057, p53, t529, ok boomer, 6
e1058, t529, p53, ok boomer, 6
e1059, p53, t530, ok boomer, 4
e1060, t530, p53, ok boomer, 4
e1061, p54, t531, ok boomer, 19
e1062, t531, p54, ok boomer, 19
e1063, p54, t532, ok boomer, 17
e1064, t532, p54, ok boomer, 17
e1065, p54, t533, ok boomer, 17
e1066, t533, p54, ok boomer, 17
e1067, p54, t534, ok boomer, 17
e1068, t534, p54, ok boomer, 17
e1069, p54, t535, ok boomer, 16
e1070, t535, p54, ok boomer, 16
e1071, p54, t435, ok boomer, 10
e1072, t435, p54, ok boomer, 10
e1073, p54, t537, ok boomer, 4
e1074, t537, p54, ok boomer, 4
e1075, p54, t538, ok boomer, 4
e1076, t538, p54, ok boomer, 4
e1077, p54, t539, ok boomer, 3
e1078, t539, p54, ok boomer, 3
e1079, p54, t540, ok boomer, 3
e1080, t540, p54, ok boomer, 3
e1081, p55, t541, ok boomer, 25
e1082, t541, p55, ok boomer, 25
e1083, p55, t542, ok boomer, 25
e1084, t542, p55, ok boomer, 25
e1085, p55, t543, ok boomer, 25
e1086, t543, p55, ok boomer, 25
e1087, p55, t544, ok boomer, 25
e1088, t544, p55, ok boomer, 25
e1089, p55, t545, ok boomer, 25
e1090, t545, p55, ok boomer, 25
e1091, p55, t546, ok boomer, 24
e1092, t546, p55, ok boomer, 24
e1093, p55, t547, ok boomer, 24
e1094, t547, p55, ok boomer, 24
e1095, p55, t431, ok boomer, 24
e1096, t431, p55, ok boomer, 24
e1097, p55, t549, ok boomer, 24
e1098, t549, p55, ok boomer, 24
e1099, p55, t550, ok boomer, 24
e1100, t550, p55, ok boomer, 24
e1101, p56, t431, ok boomer, 18
e1102, t431, p56, ok boomer, 18
e1103, p56, t552, ok boomer, 10
e1104, t552, p56, ok boomer, 10
e1105, p56, t553, ok boomer, 10
e1106, t553, p56, ok boomer, 10
e1107, p56, t554, ok boomer, 10
e1108, t554, p56, ok boomer, 10
e1109, p56, t555, ok boomer, 9
e1110, t555, p56, ok boomer, 9
e1111, p56, t556, ok boomer, 9
e1112, t556, p56, ok boomer, 9
e1113, p56, t557, ok boomer, 9
e1114, t557, p56, ok boomer, 9
e1115, p56, t558, ok boomer, 9
e1116, t558, p56, ok boomer, 9
e1117, p56, t559, ok boomer, 8
e1118, t559, p56, ok boomer, 8
e1119, p56, t560, ok boomer, 7
e1120, t560, p56, ok boomer, 7
e1121, p57, t561, ok boomer, 25
e1122, t561, p57, ok boomer, 25
e1123, p57, t562, ok boomer, 24
e1124, t562, p57, ok boomer, 24
e1125, p57, t563, ok boomer, 20
e1126, t563, p57, ok boomer, 20
e1127, p57, t564, ok boomer, 11
e1128, t564, p57, ok boomer, 11
e1129, p57, t565, ok boomer, 10
e1130, t565, p57, ok boomer, 10
e1131, p57, t566, ok boomer, 10
e1132, t566, p57, ok boomer, 10
e1133, p57, t567, ok boomer, 7
e1134, t567, p57, ok boomer, 7
e1135, p57, t568, ok boomer, 6
e1136, t568, p57, ok boomer, 6
e1137, p57, t18, ok boomer, 6
e1138, t18, p57, ok boomer, 6
e1139, p57, t570, ok boomer, 6
e1140, t570, p57, ok boomer, 6
e1141, p58, t435, ok boomer, 25
e1142, t435, p58, ok boomer, 25
e1143, p58, t572, ok boomer, 25
e1144, t572, p58, ok boomer, 25
e1145, p58, t573, ok boomer, 25
e1146, t573, p58, ok boomer, 25
e1147, p58, t574, ok boomer, 25
e1148, t574, p58, ok boomer, 25
e1149, p58, t532, ok boomer, 25
e1150, t532, p58, ok boomer, 25
e1151, p58, t552, ok boomer, 25
e1152, t552, p58, ok boomer, 25
e1153, p58, t577, ok boomer, 25
e1154, t577, p58, ok boomer, 25
e1155, p58, t578, ok boomer, 25
e1156, t578, p58, ok boomer, 25
e1157, p58, t579, ok boomer, 25
e1158, t579, p58, ok boomer, 25
e1159, p58, t580, ok boomer, 25
e1160, t580, p58, ok boomer, 25
e1161, p59, t581, ok boomer, 25
e1162, t581, p59, ok boomer, 25
e1163, p59, t582, ok boomer, 25
e1164, t582, p59, ok boomer, 25
e1165, p59, t583, ok boomer, 4
e1166, t583, p59, ok boomer, 4
e1167, p59, t584, ok boomer, 3
e1168, t584, p59, ok boomer, 3
e1169, p59, t585, ok boomer, 2
e1170, t585, p59, ok boomer, 2
e1171, p59, t586, ok boomer, 2
e1172, t586, p59, ok boomer, 2
e1173, p59, t587, ok boomer, 2
e1174, t587, p59, ok boomer, 2
e1175, p59, t588, ok boomer, 2
e1176, t588, p59, ok boomer, 2
e1177, p59, t347, ok boomer, 2
e1178, t347, p59, ok boomer, 2
e1179, p59, t590, ok boomer, 2
e1180, t590, p59, ok boomer, 2
e1181, p60, t591, ok boomer, 4
e1182, t591, p60, ok boomer, 4
e1183, p60, t344, ok boomer, 4
e1184, t344, p60, ok boomer, 4
e1185, p60, t593, ok boomer, 2
e1186, t593, p60, ok boomer, 2
e1187, p60, t594, ok boomer, 2
e1188, t594, p60, ok boomer, 2
e1189, p60, t595, ok boomer, 2
e1190, t595, p60, ok boomer, 2
e1191, p60, t596, ok boomer, 2
e1192, t596, p60, ok boomer, 2
e1193, p60, t597, ok boomer, 2
e1194, t597, p60, ok boomer, 2
e1195, p60, t598, ok boomer, 2
e1196, t598, p60, ok boomer, 2
e1197, p60, t599, ok boomer, 2
e1198, t599, p60, ok boomer, 2
e1199, p60, t600, ok boomer, 2
e1200, t600, p60, ok boomer, 2
e1201, p61, t601, ok boomer, 24
e1202, t601, p61, ok boomer, 24
e1203, p61, t511, ok boomer, 15
e1204, t511, p61, ok boomer, 15
e1205, p61, t603, ok boomer, 12
e1206, t603, p61, ok boomer, 12
e1207, p61, t604, ok boomer, 6
e1208, t604, p61, ok boomer, 6
e1209, p61, t487, ok boomer, 6
e1210, t487, p61, ok boomer, 6
e1211, p61, t606, ok boomer, 5
e1212, t606, p61, ok boomer, 5
e1213, p61, t607, ok boomer, 4
e1214, t607, p61, ok boomer, 4
e1215, p61, t608, ok boomer, 3
e1216, t608, p61, ok boomer, 3
e1217, p61, t609, ok boomer, 3
e1218, t609, p61, ok boomer, 3
e1219, p61, t610, ok boomer, 3
e1220, t610, p61, ok boomer, 3
e1221, p62, t611, ok boomer, 5
e1222, t611, p62, ok boomer, 5
e1223, p62, t612, ok boomer, 3
e1224, t612, p62, ok boomer, 3
e1225, p62, t613, ok boomer, 3
e1226, t613, p62, ok boomer, 3
e1227, p62, t614, ok boomer, 3
e1228, t614, p62, ok boomer, 3
e1229, p62, t615, ok boomer, 3
e1230, t615, p62, ok boomer, 3
e1231, p62, t616, ok boomer, 3
e1232, t616, p62, ok boomer, 3
e1233, p62, t617, ok boomer, 3
e1234, t617, p62, ok boomer, 3
e1235, p62, t618, ok boomer, 3
e1236, t618, p62, ok boomer, 3
e1237, p62, t619, ok boomer, 3
e1238, t619, p62, ok boomer, 3
e1239, p62, t620, ok boomer, 3
e1240, t620, p62, ok boomer, 3
e1241, p63, t621, ok boomer, 25
e1242, t621, p63, ok boomer, 25
e1243, p63, t622, ok boomer, 25
e1244, t622, p63, ok boomer, 25
e1245, p63, t623, ok boomer, 25
e1246, t623, p63, ok boomer, 25
e1247, p63, t624, ok boomer, 21
e1248, t624, p63, ok boomer, 21
e1249, p63, t347, ok boomer, 21
e1250, t347, p63, ok boomer, 21
e1251, p63, t626, ok boomer, 21
e1252, t626, p63, ok boomer, 21
e1253, p63, t627, ok boomer, 20
e1254, t627, p63, ok boomer, 20
e1255, p63, t435, ok boomer, 16
e1256, t435, p63, ok boomer, 16
e1257, p63, t467, ok boomer, 14
e1258, t467, p63, ok boomer, 14
e1259, p63, t630, ok boomer, 14
e1260, t630, p63, ok boomer, 14
e1261, p64, t631, ok boomer, 25
e1262, t631, p64, ok boomer, 25
e1263, p64, t431, ok boomer, 25
e1264, t431, p64, ok boomer, 25
e1265, p64, t633, ok boomer, 25
e1266, t633, p64, ok boomer, 25
e1267, p64, t634, ok boomer, 25
e1268, t634, p64, ok boomer, 25
e1269, p64, t635, ok boomer, 25
e1270, t635, p64, ok boomer, 25
e1271, p64, t636, ok boomer, 25
e1272, t636, p64, ok boomer, 25
e1273, p64, t637, ok boomer, 24
e1274, t637, p64, ok boomer, 24
e1275, p64, t638, ok boomer, 23
e1276, t638, p64, ok boomer, 23
e1277, p64, t639, ok boomer, 23
e1278, t639, p64, ok boomer, 23
e1279, p64, t640, ok boomer, 23
e1280, t640, p64, ok boomer, 23
e1281, p65, t641, ok boomer, 4
e1282, t641, p65, ok boomer, 4
e1283, p65, t642, ok boomer, 4
e1284, t642, p65, ok boomer, 4
e1285, p65, t643, ok boomer, 4
e1286, t643, p65, ok boomer, 4
e1287, p65, t644, ok boomer, 4
e1288, t644, p65, ok boomer, 4
e1289, p65, t407, ok boomer, 3
e1290, t407, p65, ok boomer, 3
e1291, p65, t646, ok boomer, 3
e1292, t646, p65, ok boomer, 3
e1293, p65, t450, ok boomer, 3
e1294, t450, p65, ok boomer, 3
e1295, p65, t648, ok boomer, 3
e1296, t648, p65, ok boomer, 3
e1297, p65, t649, ok boomer, 3
e1298, t649, p65, ok boomer, 3
e1299, p65, t650, ok boomer, 3
e1300, t650, p65, ok boomer, 3
e1301, p66, t651, ok boomer, 25
e1302, t651, p66, ok boomer, 25
e1303, p66, t431, ok boomer, 13
e1304, t431, p66, ok boomer, 13
e1305, p66, t435, ok boomer, 13
e1306, t435, p66, ok boomer, 13
e1307, p66, t654, ok boomer, 11
e1308, t654, p66, ok boomer, 11
e1309, p66, t655, ok boomer, 8
e1310, t655, p66, ok boomer, 8
e1311, p66, t656, ok boomer, 8
e1312, t656, p66, ok boomer, 8
e1313, p66, t657, ok boomer, 7
e1314, t657, p66, ok boomer, 7
e1315, p66, t658, ok boomer, 7
e1316, t658, p66, ok boomer, 7
e1317, p66, t659, ok boomer, 7
e1318, t659, p66, ok boomer, 7
e1319, p66, t660, ok boomer, 7
e1320, t660, p66, ok boomer, 7
e1321, p67, t449, ok boomer, 22
e1322, t449, p67, ok boomer, 22
e1323, p67, t450, ok boomer, 22
e1324, t450, p67, ok boomer, 22
e1325, p67, t663, ok boomer, 22
e1326, t663, p67, ok boomer, 22
e1327, p67, t664, ok boomer, 21
e1328, t664, p67, ok boomer, 21
e1329, p67, t665, ok boomer, 21
e1330, t665, p67, ok boomer, 21
e1331, p67, t666, ok boomer, 20
e1332, t666, p67, ok boomer, 20
e1333, p67, t667, ok boomer, 19
e1334, t667, p67, ok boomer, 19
e1335, p67, t668, ok boomer, 19
e1336, t668, p67, ok boomer, 19
e1337, p67, t669, ok boomer, 19
e1338, t669, p67, ok boomer, 19
e1339, p67, t670, ok boomer, 18
e1340, t670, p67, ok boomer, 18
e1341, p68, t449, ok boomer, 23
e1342, t449, p68, ok boomer, 23
e1343, p68, t450, ok boomer, 23
e1344, t450, p68, ok boomer, 23
e1345, p68, t665, ok boomer, 23
e1346, t665, p68, ok boomer, 23
e1347, p68, t674, ok boomer, 20
e1348, t674, p68, ok boomer, 20
e1349, p68, t675, ok boomer, 20
e1350, t675, p68, ok boomer, 20
e1351, p68, t676, ok boomer, 17
e1352, t676, p68, ok boomer, 17
e1353, p68, t677, ok boomer, 14
e1354, t677, p68, ok boomer, 14
e1355, p68, t678, ok boomer, 13
e1356, t678, p68, ok boomer, 13
e1357, p68, t679, ok boomer, 13
e1358, t679, p68, ok boomer, 13
e1359, p68, t680, ok boomer, 13
e1360, t680, p68, ok boomer, 13
e1361, p69, t164, ok boomer, 25
e1362, t164, p69, ok boomer, 25
e1363, p69, t431, ok boomer, 25
e1364, t431, p69, ok boomer, 25
e1365, p69, t683, ok boomer, 25
e1366, t683, p69, ok boomer, 25
e1367, p69, t466, ok boomer, 25
e1368, t466, p69, ok boomer, 25
e1369, p69, t435, ok boomer, 25
e1370, t435, p69, ok boomer, 25
e1371, p69, t497, ok boomer, 17
e1372, t497, p69, ok boomer, 17
e1373, p69, t687, ok boomer, 2
e1374, t687, p69, ok boomer, 2
e1375, p69, t688, ok boomer, 1
e1376, t688, p69, ok boomer, 1
e1377, p69, t689, ok boomer, 1
e1378, t689, p69, ok boomer, 1
e1379, p69, t690, ok boomer, 1
e1380, t690, p69, ok boomer, 1
e1381, p70, t691, ok boomer, 25
e1382, t691, p70, ok boomer, 25
e1383, p70, t692, ok boomer, 25
e1384, t692, p70, ok boomer, 25
e1385, p70, t693, ok boomer, 25
e1386, t693, p70, ok boomer, 25
e1387, p70, t435, ok boomer, 25
e1388, t435, p70, ok boomer, 25
e1389, p70, t431, ok boomer, 25
e1390, t431, p70, ok boomer, 25
e1391, p70, t696, ok boomer, 18
e1392, t696, p70, ok boomer, 18
e1393, p70, t697, ok boomer, 15
e1394, t697, p70, ok boomer, 15
e1395, p70, t698, ok boomer, 15
e1396, t698, p70, ok boomer, 15
e1397, p70, t699, ok boomer, 14
e1398, t699, p70, ok boomer, 14
e1399, p70, t700, ok boomer, 14
e1400, t700, p70, ok boomer, 14
e1401, p71, t533, ok boomer, 25
e1402, t533, p71, ok boomer, 25
e1403, p71, t702, ok boomer, 25
e1404, t702, p71, ok boomer, 25
e1405, p71, t703, ok boomer, 24
e1406, t703, p71, ok boomer, 24
e1407, p71, t704, ok boomer, 22
e1408, t704, p71, ok boomer, 22
e1409, p71, t705, ok boomer, 21
e1410, t705, p71, ok boomer, 21
e1411, p71, t706, ok boomer, 20
e1412, t706, p71, ok boomer, 20
e1413, p71, t707, ok boomer, 20
e1414, t707, p71, ok boomer, 20
e1415, p71, t708, ok boomer, 20
e1416, t708, p71, ok boomer, 20
e1417, p71, t709, ok boomer, 19
e1418, t709, p71, ok boomer, 19
e1419, p71, t710, ok boomer, 19
e1420, t710, p71, ok boomer, 19
e1421, p72, t711, ok boomer, 25
e1422, t711, p72, ok boomer, 25
e1423, p72, t712, ok boomer, 25
e1424, t712, p72, ok boomer, 25
e1425, p72, t713, ok boomer, 25
e1426, t713, p72, ok boomer, 25
e1427, p72, t714, ok boomer, 25
e1428, t714, p72, ok boomer, 25
e1429, p72, t715, ok boomer, 25
e1430, t715, p72, ok boomer, 25
e1431, p72, t716, ok boomer, 25
e1432, t716, p72, ok boomer, 25
e1433, p72, t717, ok boomer, 25
e1434, t717, p72, ok boomer, 25
e1435, p72, t718, ok boomer, 25
e1436, t718, p72, ok boomer, 25
e1437, p72, t719, ok boomer, 25
e1438, t719, p72, ok boomer, 25
e1439, p72, t604, ok boomer, 7
e1440, t604, p72, ok boomer, 7
e1441, p73, t721, ok boomer, 19
e1442, t721, p73, ok boomer, 19
e1443, p73, t722, ok boomer, 19
e1444, t722, p73, ok boomer, 19
e1445, p73, t539, ok boomer, 19
e1446, t539, p73, ok boomer, 19
e1447, p73, t537, ok boomer, 19
e1448, t537, p73, ok boomer, 19
e1449, p73, t725, ok boomer, 19
e1450, t725, p73, ok boomer, 19
e1451, p73, t726, ok boomer, 19
e1452, t726, p73, ok boomer, 19
e1453, p73, t727, ok boomer, 19
e1454, t727, p73, ok boomer, 19
e1455, p73, t728, ok boomer, 19
e1456, t728, p73, ok boomer, 19
e1457, p73, t729, ok boomer, 18
e1458, t729, p73, ok boomer, 18
e1459, p73, t608, ok boomer, 4
e1460, t608, p73, ok boomer, 4
e1461, p74, t731, ok boomer, 25
e1462, t731, p74, ok boomer, 25
e1463, p74, t732, ok boomer, 25
e1464, t732, p74, ok boomer, 25
e1465, p74, t733, ok boomer, 21
e1466, t733, p74, ok boomer, 21
e1467, p74, t734, ok boomer, 19
e1468, t734, p74, ok boomer, 19
e1469, p74, t735, ok boomer, 15
e1470, t735, p74, ok boomer, 15
e1471, p74, t736, ok boomer, 6
e1472, t736, p74, ok boomer, 6
e1473, p74, t737, ok boomer, 5
e1474, t737, p74, ok boomer, 5
e1475, p74, t738, ok boomer, 3
e1476, t738, p74, ok boomer, 3
e1477, p74, t739, ok boomer, 2
e1478, t739, p74, ok boomer, 2
e1479, p74, t740, ok boomer, 2
e1480, t740, p74, ok boomer, 2
e1481, p75, t741, ok boomer, 24
e1482, t741, p75, ok boomer, 24
e1483, p75, t742, ok boomer, 22
e1484, t742, p75, ok boomer, 22
e1485, p75, t743, ok boomer, 22
e1486, t743, p75, ok boomer, 22
e1487, p75, t744, ok boomer, 20
e1488, t744, p75, ok boomer, 20
e1489, p75, t745, ok boomer, 5
e1490, t745, p75, ok boomer, 5
e1491, p75, t746, ok boomer, 4
e1492, t746, p75, ok boomer, 4
e1493, p75, t747, ok boomer, 3
e1494, t747, p75, ok boomer, 3
e1495, p75, t748, ok boomer, 3
e1496, t748, p75, ok boomer, 3
e1497, p75, t749, ok boomer, 3
e1498, t749, p75, ok boomer, 3
e1499, p75, t750, ok boomer, 2
e1500, t750, p75, ok boomer, 2
e1501, p76, t751, ok boomer, 20
e1502, t751, p76, ok boomer, 20
e1503, p76, t752, ok boomer, 20
e1504, t752, p76, ok boomer, 20
e1505, p76, t553, ok boomer, 13
e1506, t553, p76, ok boomer, 13
e1507, p76, t554, ok boomer, 11
e1508, t554, p76, ok boomer, 11
e1509, p76, t755, ok boomer, 10
e1510, t755, p76, ok boomer, 10
e1511, p76, t756, ok boomer, 10
e1512, t756, p76, ok boomer, 10
e1513, p76, t757, ok boomer, 9
e1514, t757, p76, ok boomer, 9
e1515, p76, t758, ok boomer, 9
e1516, t758, p76, ok boomer, 9
e1517, p76, t759, ok boomer, 9
e1518, t759, p76, ok boomer, 9
e1519, p76, t760, ok boomer, 9
e1520, t760, p76, ok boomer, 9
e1521, p77, t761, ok boomer, 25
e1522, t761, p77, ok boomer, 25
